age,gender,Q3,Q4,Q5,Q6
50-54,Man,United States of America,Master’s degree,Product/Project Manager,20+ years
18-21,Woman,India,Bachelor’s degree,Student,< 1 years
45-49,Man,India,Master’s degree,Data Scientist,3-5 years
50-54,Man,Taiwan,Bachelor’s degree,Software Engineer,20+ years
45-49,Man,Ukraine,Professional degree,Data Scientist,20+ years
18-21,Man,Kenya,Bachelor’s degree,Machine Learning Engineer,1-2 years
50-54,Man,Italy,Master’s degree,Product/Project Manager,3-5 years
35-39,Woman,Nigeria,Bachelor’s degree,Student,I have never written code
35-39,Man,South Africa,Master’s degree,Data Scientist,5-10 years
30-34,Man,Poland,Master’s degree,Other,1-2 years
22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,1-2 years
25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years
60-69,Man,Canada,Professional degree,Business Analyst,20+ years
22-24,Man,Indonesia,Bachelor’s degree,Software Engineer,1-2 years
45-49,Man,Russia,I prefer not to answer,Currently not employed,< 1 years
22-24,Woman,India,Bachelor’s degree,Other,1-2 years
30-34,Man,Other,I prefer not to answer,Data Scientist,5-10 years
25-29,Woman,India,Master’s degree,Currently not employed,< 1 years
25-29,Woman,Nigeria,Master’s degree,Currently not employed,1-2 years
35-39,Man,United States of America,Master’s degree,Machine Learning Engineer,10-20 years
60-69,Man,India,Bachelor’s degree,Currently not employed,< 1 years
60-69,Man,Canada,Master’s degree,Other,20+ years
22-24,Man,India,Master’s degree,Student,3-5 years
40-44,Man,Other,Master’s degree,Data Scientist,< 1 years
22-24,Man,Germany,Master’s degree,Student,1-2 years
22-24,Man,Peru,Bachelor’s degree,Student,< 1 years
18-21,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Student,< 1 years
18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years
22-24,Woman,South Korea,Bachelor’s degree,Student,1-2 years
35-39,Man,United States of America,Master’s degree,Student,1-2 years
30-34,Man,Turkey,Bachelor’s degree,Other,< 1 years
22-24,Man,United States of America,Bachelor’s degree,Data Analyst,< 1 years
50-54,Man,United States of America,Bachelor’s degree,Data Engineer,20+ years
45-49,Man,Italy,Master’s degree,Machine Learning Engineer,5-10 years
25-29,Man,India,Bachelor’s degree,Software Engineer,< 1 years
45-49,Woman,Egypt,Master’s degree,Other,I have never written code
30-34,Man,Germany,Master’s degree,Software Engineer,3-5 years
22-24,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Machine Learning Engineer,3-5 years
25-29,Man,India,Bachelor’s degree,Student,3-5 years
45-49,Woman,Japan,I prefer not to answer,Software Engineer,10-20 years
45-49,Prefer not to say,India,Bachelor’s degree,Product/Project Manager,5-10 years
40-44,Man,Colombia,Master’s degree,Currently not employed,3-5 years
35-39,Man,Italy,Some college/university study without earning a bachelor’s degree,Other,10-20 years
25-29,Man,Colombia,Professional degree,Other,< 1 years
22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years
30-34,Woman,United States of America,Master’s degree,Data Engineer,5-10 years
45-49,Man,Germany,Some college/university study without earning a bachelor’s degree,Data Scientist,20+ years
22-24,Man,India,Master’s degree,Data Analyst,3-5 years
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,1-2 years
35-39,Man,Turkey,Doctoral degree,Product/Project Manager,5-10 years
25-29,Woman,Japan,Master’s degree,Business Analyst,3-5 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
30-34,Man,Japan,Master’s degree,Business Analyst,< 1 years
25-29,Woman,Spain,Master’s degree,Data Analyst,I have never written code
22-24,Man,India,Bachelor’s degree,Data Analyst,< 1 years
45-49,Man,Colombia,Master’s degree,Student,1-2 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
45-49,Man,United States of America,Bachelor’s degree,Other,1-2 years
22-24,Man,United States of America,Master’s degree,Machine Learning Engineer,5-10 years
25-29,Man,Brazil,Master’s degree,Data Analyst,5-10 years
25-29,Man,India,Bachelor’s degree,Data Scientist,5-10 years
25-29,Man,United States of America,I prefer not to answer,Data Analyst,3-5 years
22-24,Man,Poland,Master’s degree,Data Scientist,1-2 years
22-24,Man,Indonesia,Bachelor’s degree,DBA/Database Engineer,< 1 years
30-34,Man,United States of America,Master’s degree,Data Analyst,3-5 years
22-24,Man,Mexico,Master’s degree,Student,1-2 years
18-21,Man,Mexico,Some college/university study without earning a bachelor’s degree,Student,1-2 years
18-21,Man,France,Bachelor’s degree,Other,5-10 years
18-21,Man,Brazil,,,
40-44,Man,Mexico,Doctoral degree,Business Analyst,10-20 years
40-44,Woman,India,Master’s degree,Other,10-20 years
30-34,Man,India,Master’s degree,Data Analyst,3-5 years
45-49,Man,Portugal,Professional degree,Student,1-2 years
50-54,Man,United States of America,Master’s degree,Software Engineer,10-20 years
25-29,Man,Japan,Master’s degree,Software Engineer,1-2 years
22-24,Man,United States of America,Master’s degree,Student,3-5 years
22-24,Man,Nepal,Master’s degree,Other,1-2 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
30-34,Man,India,Doctoral degree,Research Scientist,5-10 years
18-21,Woman,India,Bachelor’s degree,Machine Learning Engineer,1-2 years
25-29,Man,Saudi Arabia,Master’s degree,Currently not employed,< 1 years
30-34,Man,India,Bachelor’s degree,Data Analyst,3-5 years
22-24,Man,India,Master’s degree,Student,1-2 years
22-24,Man,India,Bachelor’s degree,Student,1-2 years
50-54,Man,Italy,Master’s degree,Product/Project Manager,10-20 years
30-34,Woman,Singapore,Bachelor’s degree,Other,3-5 years
35-39,Man,Mexico,Bachelor’s degree,Data Scientist,5-10 years
40-44,Man,France,Master’s degree,Product/Project Manager,3-5 years
30-34,Man,Colombia,Professional degree,Data Scientist,< 1 years
55-59,Man,Italy,Professional degree,Product/Project Manager,10-20 years
18-21,Man,Viet Nam,Bachelor’s degree,Currently not employed,< 1 years
60-69,Man,United States of America,Doctoral degree,Other,10-20 years
45-49,Man,Japan,Master’s degree,Business Analyst,3-5 years
35-39,Woman,India,Master’s degree,Other,5-10 years
35-39,Man,Belarus,Master’s degree,Other,I have never written code
35-39,Man,United States of America,Bachelor’s degree,Product/Project Manager,3-5 years
22-24,Man,Brazil,Bachelor’s degree,Student,3-5 years
40-44,Man,Saudi Arabia,Bachelor’s degree,Other,< 1 years
22-24,Man,India,Bachelor’s degree,Data Scientist,1-2 years
50-54,Man,United States of America,Master’s degree,Data Engineer,20+ years
30-34,Woman,India,Master’s degree,Currently not employed,5-10 years
18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years
35-39,Woman,Netherlands,Master’s degree,Other,5-10 years
35-39,Woman,Netherlands,Master’s degree,Software Engineer,5-10 years
30-34,Man,India,Master’s degree,Data Scientist,3-5 years
18-21,Woman,India,Master’s degree,Student,1-2 years
22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years
22-24,Woman,India,Master’s degree,Student,1-2 years
45-49,Man,India,Doctoral degree,Research Scientist,20+ years
22-24,Man,Russia,Master’s degree,Student,3-5 years
30-34,Woman,India,Master’s degree,Currently not employed,I have never written code
22-24,Man,India,Bachelor’s degree,Other,< 1 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
60-69,Man,Japan,Bachelor’s degree,Currently not employed,1-2 years
30-34,Man,South Korea,Doctoral degree,Data Scientist,3-5 years
70+,Woman,United States of America,Doctoral degree,Data Scientist,20+ years
18-21,Man,Germany,Master’s degree,Student,5-10 years
30-34,Man,Japan,Some college/university study without earning a bachelor’s degree,Business Analyst,3-5 years
25-29,Woman,Other,Professional degree,Data Scientist,1-2 years
30-34,Man,United States of America,Doctoral degree,Data Scientist,5-10 years
35-39,Woman,Tunisia,Doctoral degree,Research Scientist,10-20 years
25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Student,I have never written code
25-29,Man,Other,Doctoral degree,Machine Learning Engineer,5-10 years
30-34,Woman,India,Bachelor’s degree,Software Engineer,5-10 years
60-69,Man,Philippines,Bachelor’s degree,Student,< 1 years
22-24,Woman,India,Master’s degree,Student,1-2 years
25-29,Man,Mexico,Master’s degree,Other,I have never written code
22-24,Man,Morocco,Master’s degree,Other,3-5 years
35-39,Man,United States of America,Master’s degree,Data Scientist,10-20 years
22-24,Woman,India,Professional degree,Currently not employed,3-5 years
45-49,Man,Canada,Master’s degree,Data Engineer,10-20 years
35-39,Man,Brazil,Bachelor’s degree,Student,5-10 years
22-24,Woman,India,Master’s degree,Student,< 1 years
35-39,Man,Portugal,Doctoral degree,Data Engineer,10-20 years
18-21,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Machine Learning Engineer,1-2 years
35-39,Woman,Portugal,Master’s degree,Student,1-2 years
18-21,Man,Other,I prefer not to answer,Student,1-2 years
40-44,Man,Philippines,Master’s degree,Software Engineer,10-20 years
45-49,Woman,Poland,Master’s degree,Currently not employed,< 1 years
45-49,Man,India,Doctoral degree,Research Scientist,20+ years
40-44,Man,United States of America,Doctoral degree,Data Scientist,10-20 years
35-39,Man,Greece,Doctoral degree,Research Scientist,10-20 years
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Business Analyst,3-5 years
22-24,Woman,India,Bachelor’s degree,Software Engineer,3-5 years
40-44,Man,India,Bachelor’s degree,Currently not employed,1-2 years
70+,Man,Other,Doctoral degree,Research Scientist,20+ years
35-39,Man,Brazil,Master’s degree,Machine Learning Engineer,10-20 years
25-29,Man,Greece,Master’s degree,Student,3-5 years
25-29,Man,India,Bachelor’s degree,Data Analyst,1-2 years
22-24,Man,Portugal,Master’s degree,Student,3-5 years
22-24,Man,India,Bachelor’s degree,Student,1-2 years
25-29,Man,China,Bachelor’s degree,Currently not employed,< 1 years
25-29,Man,India,Bachelor’s degree,Data Analyst,1-2 years
22-24,Man,India,Master’s degree,Student,I have never written code
50-54,Man,Brazil,Bachelor’s degree,Data Engineer,3-5 years
25-29,Man,India,Professional degree,Other,< 1 years
30-34,Man,India,Master’s degree,Data Analyst,< 1 years
35-39,Man,Nigeria,Bachelor’s degree,Software Engineer,3-5 years
40-44,Prefer not to say,Chile,Doctoral degree,Research Scientist,1-2 years
25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years
55-59,Man,Sweden,Some college/university study without earning a bachelor’s degree,Data Scientist,20+ years
40-44,Man,France,Master’s degree,Other,3-5 years
30-34,Woman,India,Bachelor’s degree,Currently not employed,< 1 years
22-24,Man,Taiwan,Master’s degree,Data Analyst,1-2 years
35-39,Man,Switzerland,Doctoral degree,Research Scientist,20+ years
22-24,Man,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,3-5 years
22-24,Woman,India,Master’s degree,Student,1-2 years
18-21,Woman,India,Bachelor’s degree,Student,
25-29,Woman,India,I prefer not to answer,Other,< 1 years
22-24,Man,India,Bachelor’s degree,Currently not employed,< 1 years
18-21,Woman,India,I prefer not to answer,Machine Learning Engineer,1-2 years
40-44,Woman,Philippines,Doctoral degree,Research Scientist,20+ years
22-24,Man,India,Bachelor’s degree,Other,< 1 years
25-29,Man,Pakistan,Master’s degree,Data Analyst,< 1 years
30-34,Man,Other,Doctoral degree,Research Scientist,10-20 years
45-49,Man,Philippines,Bachelor’s degree,Product/Project Manager,1-2 years
25-29,Man,India,Bachelor’s degree,Software Engineer,1-2 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
35-39,Man,Other,,,
45-49,Man,Egypt,Professional degree,Product/Project Manager,3-5 years
30-34,Man,Other,Bachelor’s degree,Software Engineer,5-10 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
22-24,Man,India,Master’s degree,Software Engineer,3-5 years
25-29,Man,Other,Master’s degree,Data Analyst,1-2 years
45-49,Man,Singapore,Master’s degree,Currently not employed,5-10 years
30-34,Man,Mexico,Master’s degree,Data Scientist,5-10 years
25-29,Woman,India,Master’s degree,Research Scientist,I have never written code
25-29,Woman,India,Master’s degree,Data Analyst,3-5 years
22-24,Woman,India,Master’s degree,Student,3-5 years
25-29,Woman,Egypt,Professional degree,Software Engineer,3-5 years
30-34,Man,United States of America,Master’s degree,Product/Project Manager,5-10 years
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Product/Project Manager,5-10 years
18-21,Prefer not to say,United States of America,Some college/university study without earning a bachelor’s degree,Research Scientist,1-2 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
40-44,Man,Japan,Doctoral degree,Product/Project Manager,20+ years
45-49,Man,Egypt,Doctoral degree,Research Scientist,1-2 years
18-21,Woman,India,Bachelor’s degree,Student,3-5 years
45-49,Man,South Africa,Doctoral degree,Other,1-2 years
22-24,Man,China,I prefer not to answer,Student,3-5 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,5-10 years
18-21,Woman,India,Bachelor’s degree,Student,1-2 years
22-24,Man,Japan,,,
40-44,Man,Turkey,Professional degree,Data Engineer,10-20 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
25-29,Man,India,Bachelor’s degree,Data Scientist,3-5 years
25-29,Man,India,Bachelor’s degree,Business Analyst,1-2 years
30-34,Man,Belarus,I prefer not to answer,Currently not employed,I have never written code
22-24,Man,India,Master’s degree,Student,< 1 years
50-54,Man,Other,Doctoral degree,Data Scientist,20+ years
25-29,Man,Ukraine,Master’s degree,Data Scientist,5-10 years
40-44,Man,India,Bachelor’s degree,Software Engineer,10-20 years
50-54,Woman,Poland,Master’s degree,Data Scientist,< 1 years
50-54,Man,Japan,Doctoral degree,Machine Learning Engineer,20+ years
50-54,Man,Spain,Master’s degree,Data Scientist,10-20 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
25-29,Man,Egypt,Bachelor’s degree,Other,< 1 years
25-29,Man,Germany,Master’s degree,Data Scientist,3-5 years
25-29,Man,Canada,Master’s degree,Student,< 1 years
40-44,Man,India,Master’s degree,Other,3-5 years
25-29,Man,France,Master’s degree,Data Scientist,3-5 years
22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years
40-44,Woman,United States of America,Master’s degree,Other,I have never written code
30-34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,5-10 years
45-49,Man,Spain,Master’s degree,Data Engineer,10-20 years
35-39,Woman,United States of America,Doctoral degree,Data Analyst,5-10 years
22-24,Woman,India,Bachelor’s degree,Student,1-2 years
30-34,Woman,Japan,Doctoral degree,Other,< 1 years
18-21,Man,India,Professional degree,Student,I have never written code
25-29,Man,Ireland,Master’s degree,Data Analyst,I have never written code
